0.000000 	 0.000000
0.049637 	 0.006014
0.099267 	 0.012082
0.148891 	 0.018208
0.198506 	 0.024397
0.248113 	 0.030655
0.297710 	 0.036987
0.347297 	 0.043402
0.396872 	 0.049907
0.446434 	 0.056511
0.495981 	 0.063227
0.545511 	 0.070066
0.595022 	 0.077044
0.644510 	 0.084181
0.693972 	 0.091498
0.743402 	 0.099024
0.792795 	 0.106793
0.842141 	 0.114850
0.891430 	 0.123251
0.940646 	 0.132074
0.989764 	 0.141424
